,count
瞬间觉得后座小了,4
别推荐盖克了，新手天天盯着三个宝可梦猪脑过载,4
这下是真他妈难受了,4
就前两个要记点就要练半天,4
对味了！,4
go的音效是实录的 不真什么真啊,4
回来了，都回来了,4
P2000,4
可是这是法玛斯啊,4
真不适合,4
感觉自己能直接掌控随机弹道,4
导不了管力,4
mp5sd,4
这游戏是2020年6月2号出的,4
能，加上技能就不能了,4
是我大地球不配嘛,4
新入坑我还以为是挂,4
你是对基本功有什么误解吗？,4
盖可国服还没出呢,4
巨龙 吞噬一切！,4
UP你可能是个高玩，但绝不是个好老师,4
玩几天都会了,4
如果你不逼自己一下，你枪法怎么上去捏？,4
队友不会玩总是闪自己人,4
苏法是真难,4
新手已经蒙了,4
说的什么玩意,4
苏法萌新玩可能会搞死队友，温馨提醒大招不要对着队友哦,4
师父别念了,4
八方旅人bgm,4
鸟叫就拉是不是没死过,4
我入坑就玩幽影,4
中间的这么感觉没见过,4
csgo玩家的自信,4
CF转来的,4
ko感觉很强啊,4
几何学太难了,4
说实话我到现在都不知道你说的一大堆英雄谁是谁,4
神经病 都是新手了 哪知道这么多 讲得是真得复杂 又没用,4
八方的曲子，可以的,4
新手靶场找找自己喜欢的枪，然后和队里最厉害那个一起走就行，架起一条枪线就有作用了,4
这玩意是真适合给纯薯条新手找乐子，丢雷总归会吧,4
能 你还来看视频干嘛,4
不会打枪，也同样不会用技能,4
用甘油干我的朋友,4
保安（确信）,4
没有游戏体验还练个毛枪法,4
这些又不是专业术语就听不懂了？,4
雷娜挺好的。,4
也不说哪些枪能穿射,4
还要记点位太难了,4
萌新csgo呀,4
炸弹跳很难？守望狂鼠了解一下,4
？这玩意新手能玩明白？,4
猎枭真不推荐新手玩  很多点位 玩不好不如玩烟男,4
确实，之前打的时候五秒被队友闪了两下,4
机器人:好好好,4
虽然但是，昨天打的时候进点在门口被队友瑞兹炸弹给弹回去了，第一时间没进去后来被对面全打死了,4
这个炸药包不同与狂鼠的,4
夜戮（即答）,4
说个鸭脖呢,4
你推荐的根本不是新手能玩的，起码我都听不懂,4
萌新听不懂很正常,4
我是尚伯勒人柱力,4
当然可以，我玩csgo的,4
这英雄伤害够的,4
我刚下都不知道他再说什么。。。头一次玩这一类游戏,4
国服没看到有这个,4
前排提醒：本视频中“萌新”指了解角色技能但不知道如何选择角色的人,4
废话真多 直接推荐完事了,4
非德最适合新手的原因只有一个，就是他什么技能都不影响队友，太关键了,4
我是萌新，我觉得中间那个玩的特别顺手。,4
我虽然枪法不好，但是回家的路规划的特别好。,4
新手最合适的是瑞兹其实,4
听不懂,4
丁真真别吧，萌新不会放鸟闪队友真的很崩溃的,4
都给我打csgo！,4
这个游戏出了三年？,4
确实完全听不懂,4
别念了别念了,4
这已经不是纯小白的级别了,4
太难了吧,4
玩过cscf，枪法好得很，看到技能完全玩不懂，不知道地图也很蒙圈,4
说实话，csgo转过来的大多可以，有没有推荐这一类玩家的英雄,4
布布？,4
最先买的三个,4
很好你说的每一个我都不会玩了，听着就费劲，更别说玩了,4
讲成这样还要喷，你别玩了先去看看脑子吧,4
新手听不懂，老手不用懂,4
什么玩意，你确定这是新手向？,4
新手真听的一头雾水,4
好，这三个我都买了，我就像傻子,4
前面的没说他讲得不好，是这个标题，进来一看完全不是新手向,4
啥穿射,4
会大脑过载就别玩fps了,4
我枪都打不中人还无人机更不明白,4
你知道萌新是什么意思吗？,4
啊，新手教程过了也不至于听不懂吧。新手教程不就这个英雄吗,4
一个人物技能怎么放掰开揉碎喂，这就是纯新手。进游戏客户端几行字就说完了,4
600小时scgo玩家,4
csgo回来的,4
斯凯确实适合萌新,4
很好，我买的三个英雄就是他们，全部中标,4
狂鼠对吧,4
这个游戏和csgo很像，弹道啥的都差不多,4
说真的 看到这我就懂了 新手真不适合这些英雄,4
0.01!,4
讲得很好 用起来歇歇,4
同，完全听不懂,4
怀念守望啊,4
当然，这c+都清楚的东西,4
流浪法师瑞兹,4
昨天开始玩的，就机器人玩的还行，丢刀探信息，还有闪，玩的挺顺手的,4
新手玩零，CPU都给干烧了,4
CSGO玩家表示进去就比一些老玩家玩得好,4
新手听你这个肯定一愣一愣的,4
给我cpu干烧了,4
就是后羿基础技能是探测，不要着急交技能,4
被瑞兹炸死过两次,4
这和熟练度没关系吧，没人教的话可能到退游了都不完全知道这些操作,4
不知道在说什么,4
我说实话，真不适合新手，还有弹射的道理，电击箭根本打不到对面,4
别说了别说了,4
狂鼠是把,4
不想，直接睡觉,4
问：听不懂教程怎么办？,4
零真不是新手玩得明白的,4
新手都听不懂你在说什么,4
芮娜钱包起码技能不会恶心队友，火男那些真的痛苦,4
最爱乱斗极速,4
这是给新手说的？,4
我也懵壁说的啥啊,4
不应该介绍角色技能和玩法马,4
csgo转过来不是太难，主要技能搞不明白,4
玩CSGO,4
这应该是法玛斯,4
太冷静了,4
悬崖勒马,4
一比十,4
oi！,4
音无结弦之时，悦动天使之心，立于浮华之世，奏响天籁之音,4
攻击性可以的,4
我们师徒三人,4
我也想玩这种局,4
不是先锋你以为是决斗？下个游戏不要钱,4
直接切后台的b站视频,4
好听,4
保安：好好好，你们玩的很开心是吧,4
什么生化模式,4
一帧能玩，两帧流畅，三帧电竞,4
猎枭是先锋？,4
m14,4
这个可太真实了,4
布洛特亨德尔,4
防队友前压,4
不可能,4
太顶了,4
ko还是喜欢玩刀,4
好耶,4
再来一遍,4
p90,4
《神鬼不觉》,4
换弹癌,4
太夸张了,4
丝滑小连招,4
我更喜欢玩KO的刀,4
哈哈哈哈哈哈猎枭经典边玩边找,4
哈哈哈猎枭太真实了,4
逆天火男,4
edg加油,4
假传真送,4
刀也可以,4
掏手机是我了,4
两人幸终,4
队友：？,4
能玩,4
不好玩,4
吃饱了,4
摔死了,4
谁家跳跳僵尸?,4
荤素搭配,4
我的帧数,4
太牛了,4
++,4
steam,4
太经典了,4
《对面盖可》,4
摩洛哥口音,4
随机弹道魅力时刻,4
专业,4
cn瓦加油！,4
陕西神医魏玲莹,4
赛马,4
没买甲,4
杀意感知,4
北方口音,4
FPX加油,4
史前枪,4
你是从敦煌来的吗，壁画这么多？,4
啊哈,4
听取哇声一片,3
玩PUBG玩的,3
国际服玩多了确实容易看错啊，下意识以为敌人是红色的,3
想看干净瞄准，被闪爆头超出我的认知了,3
真是对自己鼠标速度了解到极致了啊,3
团团还是有天赋的，虽然不多,3
反应很快，对手很菜,3
我悟了,3
对我来说都是挂,3
最后一发子弹，最后一滴血,3
两个逆天,3
喜欢跑打？,3
这纯是对面菜了,3
随机弹道无敌,3
并肩作战,3
果然是添腹一饼型选手,3
督战之墙,3
啊啊啊啊',3
麦克雷,3
什么动静,3
真的难绷，哈哈哈哈,3
这雷丢的也没毛病啊，自己对枪没对过,3
有一说一,3
夭寿啦 小团团杀人拉,3
但我还是等辐能危机,3
确实781白粉炫彩，神,3
没有781协议我不是很认可,3
咻咻,3
光谱也好看,3
看不起MP3是吧？,3
嗯？ea？,3
不是咻咻？咋看成的碰碰,3
被绊线拽回去了,3
必须是电幻噗噗,3
配色太丑了,3
这个我觉得比侦查行动差远了,3
这是捏他的洛克人，不是索尼克,3
电玩！！！,3
电玩套真的香,3
他真的好喜欢假面骑士,3
BGM混沌武士？,3
光谱！,3
蓝色监狱,3
侦查行动t0神中神！,3
居然没有781-A？,3
牛魔大酬宾,3
按x召唤敌人,3
三连了,3
还好买甲了,3
说得好、我选择原皮,3
盖亚 ak 蓝色换皮,3
luv sic pt3,3
如果真是这语音特效，我必买,3
添腹一饼,3
第一条弹幕,3
P5,3
《箭人头子》,3
添堵一饼,3
这下听懂了,3
听取蟆声一片,3
这tm慢放都看不清,3
p5好评,3
百 家 争 鸣,3
九命灵猫,3
好用，真好用,3
看我max 大变身,3
马来服比国服便宜一半,3
神中神中神！,3
街机一套等于三套,3
用多了会感觉这枪又飘又软，伤害还低（个人）,3
luvsic！,3
侦查m4,3
没恶鬼……,3
恶鬼没有 781没有 不是很理解,3
青龙,3
这里能打开啊,3
我想知道露易丝怎么说,3
急停没停稳，蒙上去的,3
怪物,3
他们都不开镜的吗,3
哥哥！！！,3
《先走一步》,3
企图背闪哈哈哈哈哈,3
哈哈 团子暴走了,3
饼娜人猪力,3
漂亮,3
芮娜这里是yay,3
这个太夸张了,3
握草恐怖游戏,3
我选择睡觉,3
这个是xcc吧,3
21:21？,3
这是something吗,3
哈哈哈幽默烟男,3
这个是人?,3
整蛊呢,3
pned,3
demon1的这个1打5真的经典咏流传,3
这真的太无敌啦,3
yay真就跟自动扳机一样,3
yay名场面,3
something我的超人,3
好干净的瞄准,3
这四杀看的是非常的理所当然，太恐怖了,3
这样打游戏真不会被说成挂吗哈哈哈哈,3
魂斗罗都不敢这么跑打,3
远古jiett,3
这破游戏腰射和瞄准的弹道就没啥区别就离谱,3
饼娜选手,3
牛莫酬宾,3
手柄玩家,3
色色发抖吧,3
面对面快传,3
最危险的地方就是最安全的地方,3
还奶人，作弊！,3
大王的瑟瑟发抖来了,3
大王饼娜来了，天赋在做菜,3
牛哇,3
你先走，我断后（,3
《起来重睡》,3
秀儿,3
有人,3
有没有可能 那是芮（rui）,3
造诣yi,3
笑死我了哈哈哈哈,3
火男：怎么这局开了友伤？,3
给给给给我一个接口,3
哈哈哈哈哈哈哈哈哈哈哈哈好笑得肚子疼卧槽！,3
额,3
黑化了已经,3
哈哈哈哈哈哈哈哈哈哈  好活！,3
锐减拐弯,3
世上本没有五杀，只因一句刀他！,3
可以的,3
啊？？？？？？？？？？？？！！！哈哈哈哈哈哈哈哈,3
找谁呢，弟弟？,3
有战犯！,3
这奶妈认真的吗？,3
省流：西巴,3
我还是喜欢CSGO的扫射转移,3
跑打王,3
没办法，我家狗天天找我学技术，上那么多锦集,3
我家狗又上了，影响各位观看体验，对不起,3
sth的集锦真的是最离谱的,3
出生登场,3
哥們兒玩的像是在玩aimlabs我像在玩戳戳樂,3
离大谱！！！！！！！！,3
HOHOHO\,3
都是定位单点的啊 哪里随机了,3
把随机弹道挂嘴边的是不是巨菜啊,3
......................,3
是com啊,3
这个是帧随机吧,3
很喜欢瓦罗兰特玩家的一句话,3
这个距离是能跑打的,3
nukkye怎么变成现在这样了,3
 啊,3
世界级名场面,3
这什么啊？,3
啊啊？,3
吓死我了,3
这是随机弹道？？？,3
远古捷风，简直就是真神。,3
这他妈…,3
我多少要点几次举报的,3
真战撸,3
全是怪东西,3
jett怎么拐着弯进来的,3
这个太帅了，要是自己打出来就是吹一辈子,3
好夸张我靠,3
搁着打bot呢,3
添柴少女,3
好远古的jett,3
笑死 跑打,3
what？,3
弃王遗思神中神,3
这布史东笑死我了,3
22:21？,3
我在吃饭差点没绷住,3
不说话装高手,3
把我整自信了上号,3
（？）,3
天国的钱博尔,3
15发弹夹都空了，就袭击一枪,3
等着被人穿,3
太呆了这火男,3
正片开始！,3
很喜欢国服的一句话nb,3
杀猪一样,3
哦！觉醒了,3
空瓶是我的啦,3
这是什么身心的,3
21:21牛逼,3
真就午时已到呗,3
自己失误了怪谁,3
火力挺高,3
熟悉的口音,3
卧槽otto,3
骂得好,3
东北的那就没事了,3
我重拾你的梦！,3
不懂就问，这是在讨论战术吗,3
ylg这么多？,3
好队友,3
触发连招了,3
这句话太搞了,3
这句真绷不住了哈哈哈哈哈,3
审核被骂哭了,3
哈哈哈哈哈哈哈哈哈对不起,3
他不会是觉得这人不打他就队友吧,3
天津节点是吧,3
天津节点,3
id是总监，真巧我id是niko,3
看置顶评论才能看懂,3
我不知道为啥国服每把都能遇到东北的,3
天津节点全是,3
高校火力,3
给你机会你不中用啊,3
口音正确！,3
3D环绕音,3
把麦打开来,3
？otto？,3
火男是黑人啊,3
不是国服环境问题，是口音问题,3
我测试你的码！,3
火男和欧门双黑 一点不无辜 之前压力队友没放进来而已,3
余音袅袅不绝如缕,3
人声鼎沸,3
东北铁锅炖,3
百家争鸣哈哈哈哈哈,3
我阐释你的梦！,3
可哈哈哈哈哈,3
这句话绷不住了,3
专门开个东北服不就完了,3
cf同款,3
为什么不q为什么不q,3
捷提和火男吵 炸弹妹和欧门吵 双线程,3
《觉得拿第一很厉害了》,3
cf契约？,3
ylg闹麻了,3
百欧三国是这样的,3
对人不对地，地域黑不可取,3
火男无辜中枪,3
这不挺对的吗？菜还不让喷，还是菜的人先开口,3
有没炸到这幽影叫什么,3
回不去了,3
早期守望先锋,3
我才是你的梦！,3
不急停,3
百家争鸣，赞不绝口啊,3
应该给东北人自己开一个区 让他们狗咬狗,3
这谁跟谁吵阿,3
以下骂上,3
钱包:我TM害怕极了,3
盲，都盲，盲点儿好啊,3
直接睡觉,3
海王,3
做梦也没想到婕提能摔死,3
佛耶哥,3
国服有恶鬼皮肤嘛,3
火力压制,3
byd不起甲就奥丁跑打是吧,3
真出身,3
给方言都干出来了,3
枪管都红了,3
这游戏特色，一旦有两个开始起奥丁，那就会越来越多,3
斯凯这个b脸笑死我了,3
大酬宾！,3
这么剪？,3
奥丁跑打，这就是随机弹道,3
这能一枪飘头上 火男摔鼠标了,3
跑打奥丁,3
22222,3
别用黄色色盲，换紫色就好了，国服没红色,3
瓦有善口技者,3
脱敏训练！,3
战神平替,3
nnd，随机弹道霸凌者,3
不让拆，天才！,3
随机弹道最终受益人,3
建议搭配倍速播放食用,3
东北银 口音正确,3
他到死都没怀疑亚星卓，哭死,3
猫雷！,3
跑打毁了整个世界,3
黑眼,3
和其他软件有冲突 卡bug了我遇到过 会一直触发左健,3
跑打奥丁，异端！,3
丁门！,3
女武神,3
牛莫大酬宾,3
提莫的跑打奥丁爆头蚌埠住了,3
保安好ID,3
你是想毁了无畏契约吗？！,3
嘿   哈喽      我在你们脸上换弹,3
好快的狙,3
奥门永存,3
byd，这就是个随机枪线的奥迪，跑打波波打我头,3
哈哈哈666,3
奥丁勾（Doge）,3
奥丁yyds,3
《跑打奥丁毁了无畏契约》,3
因为我们东百人不光武德充沛   文也能行,3
没听够啊,3
余音绕梁,3
啊！舒服了这口音,3
东北人表示很亲切,3
还是那句话，枪要是有嘴一半硬,3
马桶是这样的,3
这口音都太合理了,3
听见口音释怀了,3
A点有个山上彻也我没开玩笑！,3
《我就阐释你的梦!》,3
弗雷尔卓德口音,3
跑打狗！！！！！！,3
不懂问一下啊是真不懂这是哪里的口音？,3
贤者：哈人,3
b跟火男脸一样黑绷不住了,3
高效火力,3
看到标题就绷,3
《闹够了吗，该结束了》,3
符合我对东北人的刻板印象,3
Otto！,3
火男：？？？？,3
这句没绷住,3
牛逼哈哈哈哈,3
举报喷人，禁言还是挺快的,3
省流：你强，怎么不去职业赛场扬名立万？,3
省流：EDG有你肯定不止六强，下个康康就是你,3
以为最后一句了吧,3
girls help girls,3
昨天才这样,3
易拉罐呃呃了,3
东北的,3
otto！,3
毁灭！,3
听到熟悉的口音就释怀了,3
5–12,3
名为侯国玉,3
幽影：我又菜又爱叫，你能把我怎么样,3
意犹未尽,3
东北,3
东北理解,3
这雷真没毛病，被喷子喷死了怪雷可还行,3
祖安转瓦,3
otto：q打断别人的e啊，我潮湿拟德玛,3
这不是东北的，乐子,3
听到这口音就释怀了,3
突然释怀的笑了,3
帅！otto!,3
